ID,Team,Title,Description,Status,Estimate,Priority,Project ID,Project,Creator,Assignee,Labels,Cycle Number,Cycle Name,Cycle Start,Cycle End,Created,Updated,Started,Triaged,Completed,Canceled,Archived,Due Date,Parent issue,Initiatives,Project Milestone ID,Project Milestone,SLA Status,Roadmaps
GDB-119,Genderbase,Backup and disaster recovery plan,Design and implement backup strategy and disaster recovery procedures,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"backups, security",,,,,,,,,,,,,,,,,,
GDB-120,Genderbase,Design backup strategy,Define approach for regular data backups,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"backups, strategy",,,,,,,,,,,,,GDB-119,,,,,
GDB-121,Genderbase,Implement automated backup system,Create scheduled backup automation,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"backups, automation",,,,,,,,,,,,,GDB-119,,,,,
GDB-122,Genderbase,Create disaster recovery procedures,Document steps for recovering from failures,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"backups, disaster-recovery",,,,,,,,,,,,,GDB-119,,,,,
GDB-123,Genderbase,Test backup restoration process,Verify backup restoration procedures,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"backups, testing",,,,,,,,,,,,,GDB-119,,,,,
GDB-124,Genderbase,Data privacy controls,Ensure all personal data is properly protected with appropriate controls,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"privacy, security, gdpr",,,,,,,,,,,,,,,,,,
GDB-125,Genderbase,Implement data encryption,Add encryption for sensitive data,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"privacy, encryption",,,,,,,,,,,,,GDB-124,,,,,
GDB-126,Genderbase,Create data retention policies,Define and implement data retention rules,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"privacy, retention",,,,,,,,,,,,,GDB-124,,,,,
GDB-127,Genderbase,Implement user data export,Create functionality for users to export their data,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"privacy, export",,,,,,,,,,,,,GDB-124,,,,,
GDB-128,Genderbase,Add data deletion capabilities,Build functionality to delete user data on request,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"privacy, deletion",,,,,,,,,,,,,GDB-124,,,,,
GDB-129,Genderbase,API documentation,Document any public APIs for developers to integrate with the platform,Backlog,,Low,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"api, documentation",,,,,,,,,,,,,,,,,,
GDB-130,Genderbase,Create API documentation framework,Set up documentation system for APIs,Backlog,,Low,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"api, documentation",,,,,,,,,,,,,GDB-129,,,,,
GDB-131,Genderbase,Document pronoun API endpoints,Create documentation for pronoun API,Backlog,,Low,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"api, documentation, pronouns",,,,,,,,,,,,,GDB-129,,,,,
GDB-132,Genderbase,Create API authentication guide,Document API authentication methods,Backlog,,Low,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"api, documentation, authentication",,,,,,,,,,,,,GDB-129,,,,,
GDB-133,Genderbase,Monitoring and alerting,Implement monitoring and alerting for system health and performance,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"monitoring, reliability",,,,,,,,,,,,,,,,,,
GDB-134,Genderbase,Set up server monitoring tools,Configure tools to monitor server health,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"monitoring, servers",,,,,,,,,,,,,GDB-133,,,,,
GDB-135,Genderbase,Implement application performance monitoring,Add monitoring for application performance,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"monitoring, application",,,,,,,,,,,,,GDB-133,,,,,
GDB-136,Genderbase,Create alerting rules,Configure alerts for critical issues,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"monitoring, alerts",,,,,,,,,,,,,GDB-133,,,,,
GDB-137,Genderbase,Set up logging infrastructure,Configure centralized logging system,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"monitoring, logging",,,,,,,,,,,,,GDB-133,,,,,
GDB-138,Genderbase,SEO optimizations,Optimize site for search engines to improve discovery,Backlog,,Medium,cd8ea5e9-a0eb-4cfc-a3ff-3c1c6b4570dd,Genderbase Promotion,dave@dave.io,dave@dave.io,"seo, discoverability",,,,,,,,,,,,,,,,,,
GDB-139,Genderbase,Implement SEO metadata,Add appropriate metadata for SEO,Backlog,,Medium,cd8ea5e9-a0eb-4cfc-a3ff-3c1c6b4570dd,Genderbase Promotion,dave@dave.io,dave@dave.io,"seo, metadata",,,,,,,,,,,,,GDB-138,,,,,
GDB-140,Genderbase,Create XML sitemap,Generate XML sitemap for search engines,Backlog,,Medium,cd8ea5e9-a0eb-4cfc-a3ff-3c1c6b4570dd,Genderbase Promotion,dave@dave.io,dave@dave.io,"seo, sitemap",,,,,,,,,,,,,GDB-138,,,,,
GDB-141,Genderbase,Optimize page load performance,Improve page loading speed for better SEO,Backlog,,Medium,cd8ea5e9-a0eb-4cfc-a3ff-3c1c6b4570dd,Genderbase Promotion,dave@dave.io,dave@dave.io,"seo, performance",,,,,,,,,,,,,GDB-138,,,,,
GDB-142,Genderbase,Implement structured data markup,Add schema.org markup for better search results,Backlog,,Medium,cd8ea5e9-a0eb-4cfc-a3ff-3c1c6b4570dd,Genderbase Promotion,dave@dave.io,dave@dave.io,"seo, structured-data",,,,,,,,,,,,,GDB-138,,,,,
GDB-143,Genderbase,Content style guide,Develop style guide for consistent tone and terminology in knowledge articles,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"content, consistency",,,,,,,,,,,,,,,,,,
GDB-144,Genderbase,Create writing style guidelines,Define tone and style for content,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"content, style-guide",,,,,,,,,,,,,GDB-143,,,,,
GDB-145,Genderbase,Develop terminology consistency guide,Create guidelines for consistent terminology usage,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"content, terminology",,,,,,,,,,,,,GDB-143,,,,,
GDB-146,Genderbase,Create content formatting standards,Define standard formatting for articles,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"content, formatting",,,,,,,,,,,,,GDB-143,,,,,
GDB-147,Genderbase,Real-time chat with ActionCable,Use ActionCable to update questions in real-time as they're edited or answered,Backlog,,Medium,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"realtime, websockets",,,,,,,,,,,,,,,,,,
GDB-148,Genderbase,Set up ActionCable channels,Configure ActionCable channels for real-time communication,Backlog,,Medium,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"realtime, websockets, setup",,,,,,,,,,,,,GDB-147,,,,,
GDB-149,Genderbase,Create client-side ActionCable connections,Implement JavaScript to connect to ActionCable channels,Backlog,,Medium,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"realtime, websockets, frontend",,,,,,,,,,,,,GDB-147,,,,,
GDB-150,Genderbase,Implement broadcasting for question updates,Add server-side broadcasting of question changes,Backlog,,Medium,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"realtime, websockets, backend",,,,,,,,,,,,,GDB-147,,,,,
GDB-151,Genderbase,Create real-time UI updates,Build UI that updates in real-time when data changes,Backlog,,Medium,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"realtime, websockets, ui",,,,,,,,,,,,,GDB-147,,,,,
GDB-152,Genderbase,Add typing indicators,Implement indicators showing when someone is typing,Backlog,,Low,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"realtime, websockets, ui",,,,,,,,,,,,,GDB-147,,,,,
GDB-153,Genderbase,Create online presence indicators,Show when users/responders are actively online,Backlog,,Low,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"realtime, websockets, presence",,,,,,,,,,,,,GDB-147,,,,,
GDB-154,Genderbase,Test WebSocket performance,Test and optimize WebSocket connections,Backlog,,Medium,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"realtime, websockets, performance",,,,,,,,,,,,,GDB-147,,,,,
GDB-155,Genderbase,Pronouns sharing feature,Implement system for users to share their pronouns via lookup from social accounts,Backlog,,Low,04923a0c-4f9f-4d3a-9cdd-88b5cc40d7a5,Genderbase API,dave@dave.io,dave@dave.io,"pronouns, sharing",,,,,,,,,,,,,,,,,,
GDB-156,Genderbase,Design pronoun sharing interface,Create UI for users to share and manage pronouns,Backlog,,Low,04923a0c-4f9f-4d3a-9cdd-88b5cc40d7a5,Genderbase API,dave@dave.io,dave@dave.io,"pronouns, sharing, ui",,,,,,,,,,,,,GDB-155,,,,,
GDB-157,Genderbase,Implement social account linking,Build functionality to link social media accounts,Backlog,,Low,04923a0c-4f9f-4d3a-9cdd-88b5cc40d7a5,Genderbase API,dave@dave.io,dave@dave.io,"pronouns, sharing, integration",,,,,,,,,,,,,GDB-155,,,,,
GDB-158,Genderbase,Create pronoun storage system,Implement database model for storing user pronouns,Backlog,,Low,04923a0c-4f9f-4d3a-9cdd-88b5cc40d7a5,Genderbase API,dave@dave.io,dave@dave.io,"pronouns, sharing, database",,,,,,,,,,,,,GDB-155,,,,,
GDB-159,Genderbase,Build pronoun display components,Create components to display user pronouns,Backlog,,Low,04923a0c-4f9f-4d3a-9cdd-88b5cc40d7a5,Genderbase API,dave@dave.io,dave@dave.io,"pronouns, sharing, ui",,,,,,,,,,,,,GDB-155,,,,,
GDB-160,Genderbase,Pronoun API for third-party integration,Build API to allow other services to look up users' pronouns,Backlog,,Low,04923a0c-4f9f-4d3a-9cdd-88b5cc40d7a5,Genderbase API,dave@dave.io,dave@dave.io,"api, pronouns",,,,,,,,,,,,,,,,,,
GDB-161,Genderbase,Design pronoun API endpoints,Define API structure for pronoun lookup,Backlog,,Low,04923a0c-4f9f-4d3a-9cdd-88b5cc40d7a5,Genderbase API,dave@dave.io,dave@dave.io,"api, pronouns, design",,,,,,,,,,,,,GDB-160,,,,,
GDB-162,Genderbase,Implement pronoun lookup API,Build API endpoints for pronoun retrieval,Backlog,,Low,04923a0c-4f9f-4d3a-9cdd-88b5cc40d7a5,Genderbase API,dave@dave.io,dave@dave.io,"api, pronouns, backend",,,,,,,,,,,,,GDB-160,,,,,
GDB-163,Genderbase,Create API documentation for pronouns,Document the pronoun API for developers,Backlog,,Low,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"api, pronouns, documentation",,,,,,,,,,,,,GDB-160,,,,,
GDB-164,Genderbase,Implement API authentication,Add authentication for API access,Backlog,,Low,04923a0c-4f9f-4d3a-9cdd-88b5cc40d7a5,Genderbase API,dave@dave.io,dave@dave.io,"api, pronouns, authentication",,,,,,,,,,,,,GDB-160,,,,,
GDB-165,Genderbase,Social account validation,Create system to validate ownership of social accounts for pronoun sharing,Backlog,,Low,04923a0c-4f9f-4d3a-9cdd-88b5cc40d7a5,Genderbase API,dave@dave.io,dave@dave.io,"social, validation",,,,,,,,,,,,,,,,,,
GDB-166,Genderbase,Design social validation flow,Create workflow for validating social accounts,Backlog,,Low,04923a0c-4f9f-4d3a-9cdd-88b5cc40d7a5,Genderbase API,dave@dave.io,dave@dave.io,"social, validation, design",,,,,,,,,,,,,GDB-165,,,,,
GDB-167,Genderbase,Implement OAuth integration,Add OAuth for major social platforms,Backlog,,Low,04923a0c-4f9f-4d3a-9cdd-88b5cc40d7a5,Genderbase API,dave@dave.io,dave@dave.io,"social, validation, oauth",,,,,,,,,,,,,GDB-165,,,,,
GDB-168,Genderbase,Create validation verification system,Build system to verify ownership of accounts,Backlog,,Low,04923a0c-4f9f-4d3a-9cdd-88b5cc40d7a5,Genderbase API,dave@dave.io,dave@dave.io,"social, validation, verification",,,,,,,,,,,,,GDB-165,,,,,
GDB-169,Genderbase,Add validation status tracking,Implement tracking of validation status,Backlog,,Low,04923a0c-4f9f-4d3a-9cdd-88b5cc40d7a5,Genderbase API,dave@dave.io,dave@dave.io,"social, validation, tracking",,,,,,,,,,,,,GDB-165,,,,,
GDB-170,Genderbase,Progressive web app support,Implement PWA features for better mobile experience,Backlog,,Low,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"pwa, mobile",,,,,,,,,,,,,,,,,,
GDB-171,Genderbase,Create PWA manifest file,Add web app manifest for PWA support,Backlog,,Low,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"pwa, manifest",,,,,,,,,,,,,GDB-170,,,,,
GDB-172,Genderbase,Implement service workers,Add service workers for offline capability,Backlog,,Low,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"pwa, service-worker",,,,,,,,,,,,,GDB-170,,,,,
GDB-173,Genderbase,Create offline content caching,Implement caching for offline access,Backlog,,Low,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"pwa, offline",,,,,,,,,,,,,GDB-170,,,,,
GDB-174,Genderbase,Add install prompts for PWA,Implement prompts for installing the PWA,Backlog,,Low,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"pwa, install",,,,,,,,,,,,,GDB-170,,,,,
GDB-175,Genderbase,Database performance optimization,Review and optimize database queries and indexes for performance,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"performance, database",,,,,,,,,,,,,,,,,,
GDB-176,Genderbase,Analyze database query performance,Review and identify slow database queries,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"performance, database, analysis",,,,,,,,,,,,,GDB-175,,,,,
GDB-177,Genderbase,Create database indexes,Add appropriate indexes for performance,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"performance, database, indexes",,,,,,,,,,,,,GDB-175,,,,,
GDB-178,Genderbase,Optimize N+1 queries,Fix N+1 query issues for better performance,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"performance, database, n+1",,,,,,,,,,,,,GDB-175,,,,,
GDB-179,Genderbase,Implement query caching,Add caching for expensive database queries,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"performance, database, caching",,,,,,,,,,,,,GDB-175,,,,,
GDB-180,Genderbase,Caching strategy,Develop and implement appropriate caching for improved performance,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"performance, caching",,,,,,,,,,,,,,,,,,
GDB-181,Genderbase,Design caching strategy,Define approach for application caching,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"performance, caching, strategy",,,,,,,,,,,,,GDB-180,,,,,
GDB-182,Genderbase,Implement page caching,Add caching for static pages,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"performance, caching, pages",,,,,,,,,,,,,GDB-180,,,,,
GDB-183,Genderbase,Create fragment caching,Implement fragment caching for dynamic content,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"performance, caching, fragments",,,,,,,,,,,,,GDB-180,,,,,
GDB-184,Genderbase,Add Russian doll caching,Implement nested fragment caching,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"performance, caching, russian-doll",,,,,,,,,,,,,GDB-180,,,,,
GDB-185,Genderbase,User tutorials and help content,Develop tutorials and help content for new users,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, onboarding",,,,,,,,,,,,,,,,,,
GDB-186,Genderbase,Create getting started guide,Develop introduction guide for new users,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, onboarding",,,,,,,,,,,,,GDB-185,,,,,
GDB-187,Genderbase,Implement interactive tutorials,Build step-by-step guides for key features,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, tutorials",,,,,,,,,,,,,GDB-185,,,,,
GDB-188,Genderbase,Create contextual help system,Add contextual help throughout the application,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, contextual",,,,,,,,,,,,,GDB-185,,,,,
GDB-189,Genderbase,Develop FAQ content,Create frequently asked questions content,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"documentation, faq",,,,,,,,,,,,,GDB-185,,,,,
GDB-190,Genderbase,Site branding,Create consistent visual branding across the site,Backlog,,High,cd8ea5e9-a0eb-4cfc-a3ff-3c1c6b4570dd,Genderbase Promotion,dave@dave.io,dave@dave.io,"branding, design",,,,,,,,,,,,,,,,,,
GDB-191,Genderbase,Create brand style guide,"Define brand colors, typography, and elements",Backlog,,High,,Genderbase Promotion,dave@dave.io,dave@dave.io,"branding, style-guide",,,,,,,,,,,,,GDB-190,,,,,
GDB-192,Genderbase,Design logo and iconography,Create logo and consistent icon set,Backlog,,High,cd8ea5e9-a0eb-4cfc-a3ff-3c1c6b4570dd,Genderbase Promotion,dave@dave.io,dave@dave.io,"branding, logo",,,,,,,,,,,,,GDB-190,,,,,
GDB-193,Genderbase,Implement brand elements in UI,Apply branding consistently across the site,Backlog,,High,cd8ea5e9-a0eb-4cfc-a3ff-3c1c6b4570dd,Genderbase Promotion,dave@dave.io,dave@dave.io,"branding, implementation",,,,,,,,,,,,,GDB-190,,,,,
GDB-194,Genderbase,Create brand voice guidelines,Define tone and language for communications,Backlog,,Medium,f0594e72-abee-4c3a-88d0-e139e332d0a7,Genderbase Documentation,dave@dave.io,dave@dave.io,"branding, voice",,,,,,,,,,,,,GDB-190,,,,,
GDB-195,Genderbase,Continuous integration,Configure CI pipeline for automated testing and deployment,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"ci, automation",,,,,,,,,,,,,,,,,,
GDB-196,Genderbase,Set up GitHub Actions workflow,Configure CI pipeline with GitHub Actions,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"ci, github-actions",,,,,,,,,,,,,GDB-195,,,,,
GDB-197,Genderbase,Create automated test job,Configure automated testing in CI pipeline,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"ci, testing",,,,,,,,,,,,,GDB-195,,,,,
GDB-198,Genderbase,Implement linting checks,Add code quality checks to CI pipeline,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"ci, linting",,,,,,,,,,,,,GDB-195,,,,,
GDB-199,Genderbase,Create deployment job,Add automated deployment to CI pipeline,Backlog,,Medium,ed2f606d-c418-4e7b-be9e-1061fb9d9635,Genderbase DevOps,dave@dave.io,dave@dave.io,"ci, deployment",,,,,,,,,,,,,GDB-195,,,,,
GDB-200,Genderbase,Internationalization framework,Set up i18n support for future multi-language support,Backlog,,Low,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"i18n, localization",,,,,,,,,,,,,,,,,,
GDB-201,Genderbase,Set up i18n framework,Configure Rails internationalization framework,Backlog,,Low,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"i18n, setup",,,,,,,,,,,,,GDB-200,,,,,
GDB-202,Genderbase,Create translation files,Add translation files for supported languages,Backlog,,Low,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"i18n, translations",,,,,,,,,,,,,GDB-200,,,,,
GDB-203,Genderbase,Implement language switcher,Add UI for changing language preference,Backlog,,Low,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"i18n, ui",,,,,,,,,,,,,GDB-200,,,,,
GDB-204,Genderbase,Add translation management tool,Implement tool for managing translations,Backlog,,Low,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"i18n, management",,,,,,,,,,,,,GDB-200,,,,,
GDB-205,Genderbase,Question token validation,Create secure token system for anonymous users to access their questions,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"security, tokens, questions",,,,,,,,,,,,,,,,,,
GDB-206,Genderbase,Implement secure token generation,Create cryptographically secure token generation,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"security, tokens, generation",,,,,,,,,,,,,GDB-205,,,,,
GDB-207,Genderbase,Create token validation system,Build system to validate question access tokens,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"security, tokens, validation",,,,,,,,,,,,,GDB-205,,,,,
GDB-208,Genderbase,Implement token expiration handling,Add handling for expired tokens,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"security, tokens, expiration",,,,,,,,,,,,,GDB-205,,,,,
GDB-209,Genderbase,Add token reset functionality,Create mechanism to reset lost tokens,Backlog,,Medium,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"security, tokens, reset",,,,,,,,,,,,,GDB-205,,,,,
GDB-210,Genderbase,Question email verification,Implement email verification for non-anonymous question submission,Backlog,,Medium,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"email, verification, questions",,,,,,,,,,,,,,,,,,
GDB-211,Genderbase,Design email verification flow,Create workflow for email verification,Backlog,,Medium,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"email, verification, design",,,,,,,,,,,,,GDB-210,,,,,
GDB-212,Genderbase,Implement verification email sending,Build system to send verification emails,Backlog,,Medium,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"email, verification, sending",,,,,,,,,,,,,GDB-210,,,,,
GDB-213,Genderbase,Create email verification page,Build page for verifying email addresses,Backlog,,Medium,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"email, verification, ui",,,,,,,,,,,,,GDB-210,,,,,
GDB-214,Genderbase,Add verification status tracking,Implement tracking of verification status,Backlog,,Medium,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"email, verification, tracking",,,,,,,,,,,,,GDB-210,,,,,
GDB-215,Genderbase,Spam prevention measures,Implement captcha or other anti-spam measures for question submission,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"security, spam, questions",,,,,,,,,,,,,,,,,,
GDB-216,Genderbase,Research captcha solutions,Evaluate captcha options for spam prevention,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"security, spam, research",,,,,,,,,,,,,GDB-215,,,,,
GDB-217,Genderbase,Implement captcha integration,Add chosen captcha solution to forms,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"security, spam, captcha",,,,,,,,,,,,,GDB-215,,,,,
GDB-218,Genderbase,Create rate limiting for submissions,Implement limits on form submissions,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"security, spam, rate-limiting",,,,,,,,,,,,,GDB-215,,,,,
GDB-219,Genderbase,Add IP-based blocking,Implement blocking of suspicious IP addresses,Backlog,,High,9492a27d-e337-4bc6-8aeb-ae22755e0ad9,Genderbase Security,dave@dave.io,dave@dave.io,"security, spam, ip-blocking",,,,,,,,,,,,,GDB-215,,,,,
GDB-220,Genderbase,Question assignment system,Build system to fairly distribute questions among responders,Backlog,,High,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"workflow, responders, questions",,,,,,,,,,,,,,,,,,
GDB-221,Genderbase,Design question assignment algorithm,Create algorithm for fair question distribution,Backlog,,High,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"workflow, responders, algorithm",,,,,,,,,,,,,GDB-220,,,,,
GDB-222,Genderbase,Implement question assignment backend,Build system to assign questions to responders,Backlog,,High,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"workflow, responders, backend",,,,,,,,,,,,,GDB-220,,,,,
GDB-223,Genderbase,Create manual assignment override,Add ability for admins to manually assign questions,Backlog,,Medium,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"workflow, responders, manual",,,,,,,,,,,,,GDB-220,,,,,
GDB-224,Genderbase,Add assignment notification system,Implement notifications for new question assignments,Backlog,,High,18273b8c-98cb-4e7d-9c32-9b786b4af56d,Genderbase Web App,dave@dave.io,dave@dave.io,"workflow, responders, notifications",,,,,,,,,,,,,GDB-220,,,,,
